10	60	0.14483598856681093	-0.024307	0.013897	-0.169146	0.240335	-0.197059	-0.026125	-0.148115	0.113714	0.275128	-0.181358	-0.065032	0.286782	0.050765	-0.167081	-0.170292	-0.011235	0.134405	0.065394	-0.039916	-0.171739	0.087714	-0.054163	-0.389691	0.165190	0.336477	0.029041	-0.299631	-0.007807	0.220960	0.296406
11	128	0.12422701437966191	-0.028814	0.147424	0.054231	-0.021176	-0.221628	-0.128090	-0.142119	0.271665	0.274635	-0.118392	0.095146	0.066678	-0.043743	0.357681	-0.200649	0.196759	0.010923	0.055342	0.132531	0.184345	0.172498	0.034478	-0.310165	0.101263	-0.401814	0.002155	0.195155	0.039342	0.024286	-0.330068
12	69	0.12012374108243666	0.079919	-0.204915	-0.088970	0.284354	0.035727	0.178789	0.387363	0.140236	-0.376258	-0.305404	-0.030317	0.466255	-0.009018	0.131718	-0.093646	-0.006019	0.050414	0.027319	-0.107264	-0.115248	0.151881	0.055363	0.018549	-0.076530	-0.230953	-0.142385	0.034545	-0.008655	-0.210460	0.030293
13	73	0.09821097296741710	-0.000936	0.008982	0.116746	0.149067	0.338779	0.001995	0.102292	-0.234278	0.178845	-0.042614	0.070895	0.045243	-0.171279	0.065161	-0.000900	-0.131401	0.036855	0.477132	-0.105537	-0.169499	-0.192494	0.396856	-0.061389	-0.025685	-0.012961	-0.122697	0.041757	0.138315	0.371680	-0.223870
14	78	0.08954932260160620	-0.181849	-0.245758	-0.138896	0.225560	0.020942	-0.086531	0.156286	0.114698	-0.041522	0.160645	0.052685	-0.150038	-0.009835	0.289510	-0.221229	-0.015771	-0.439303	-0.086117	0.190537	0.122927	0.154434	0.209997	-0.024165	-0.157589	0.386705	0.146621	-0.017728	0.297086	0.011439	-0.002576
15	83	0.07923582260260031	-0.087522	0.322054	-0.180583	-0.111749	-0.013238	-0.205318	0.184478	0.129459	-0.290676	0.323350	-0.092546	-0.075498	0.140554	0.183889	0.033015	0.089202	0.096924	0.306493	0.074403	-0.252726	0.262512	-0.241052	-0.001513	-0.080802	0.085804	-0.280603	-0.186590	-0.087648	0.185775	-0.122769
16	63	0.07047872863193935	0.370992	0.069670	0.054533	-0.195281	0.117000	0.070116	0.067348	0.035552	-0.128129	-0.084214	0.159975	0.032775	-0.221511	0.405891	-0.096395	0.332200	0.291213	-0.233865	-0.101110	0.087006	-0.191947	-0.064485	0.093417	0.069426	0.231948	0.106447	-0.212916	0.186576	0.220166	0.052639
17	134	0.05810352504997062	-0.032373	-0.461135	0.473512	-0.234485	0.206569	-0.111392	0.116847	0.263059	-0.188954	0.054622	-0.006573	-0.074876	-0.091305	-0.159359	0.080250	-0.039115	0.071300	0.125805	-0.018793	0.023774	0.215551	-0.130804	-0.340319	0.155982	0.027448	0.202385	-0.035322	-0.056891	0.104371	-0.022349
18	78	0.05536596577355780	-0.266089	0.215213	0.471345	0.039531	-0.062616	0.116940	0.111449	-0.044339	0.052701	-0.024700	0.147381	-0.029263	-0.002299	0.105101	-0.364642	-0.274258	0.004031	-0.137741	-0.002923	-0.316858	-0.001920	-0.233970	0.165751	0.307983	0.110343	-0.136486	0.105586	0.170698	-0.118519	0.019120
19	114	0.04664149486319261	0.004128	0.068271	0.336466	0.096284	-0.331494	-0.015426	-0.029188	0.009087	-0.162391	0.106690	-0.051556	0.004436	0.005512	0.011678	0.273696	0.320752	-0.011356	0.245488	0.111715	-0.015521	-0.314640	0.177678	-0.228779	-0.019894	0.104330	-0.193680	-0.032276	0.285490	-0.352652	0.177954
20	64	0.04425413343347197	0.263879	-0.024578	0.249465	0.218065	-0.271420	-0.239565	0.035000	0.050570	-0.039422	0.153233	0.001390	-0.190449	0.112404	0.129791	-0.110966	-0.189713	0.301395	-0.186351	-0.023769	-0.138933	0.053381	0.353435	0.022139	-0.256725	-0.017105	0.043101	0.174389	-0.336518	0.142974	0.200498
21	65	0.03823956907104113	0.253360	-0.267214	-0.043520	0.109816	-0.195995	0.222753	-0.004378	-0.129527	0.319378	0.094360	0.059333	-0.131203	-0.166805	0.254532	0.365667	0.037715	-0.009042	0.170578	-0.145138	-0.118972	0.421326	-0.132622	0.164884	0.212347	0.128155	-0.103855	0.126015	-0.025927	-0.098001	0.033028
22	56	0.03448735464647235	0.304788	-0.105870	-0.124919	-0.217287	0.027236	0.243766	-0.050067	0.144531	0.091061	0.158064	-0.060796	-0.101115	0.181395	0.132426	-0.356338	-0.352686	0.112549	0.434916	0.114375	0.114227	-0.152673	-0.059425	0.004231	-0.041844	-0.112732	0.081835	-0.112528	0.107168	-0.242606	0.203832
23	51	0.02896350379242145	0.101140	-0.053067	-0.068124	-0.130948	0.152212	0.010066	0.144481	0.051328	0.160981	-0.012266	0.125262	0.016305	0.450200	-0.256952	0.053020	0.042988	0.359618	-0.176576	0.119639	0.108227	0.207942	0.141212	-0.030372	-0.013598	0.166672	-0.306270	0.255203	0.394708	-0.012018	-0.097647
24	87	0.02332610566213702	-0.179508	0.078307	0.049487	0.258575	-0.089058	0.286233	0.202947	0.151769	-0.029006	0.127551	-0.040544	0.109059	-0.071361	-0.014227	0.120386	-0.072530	0.184322	0.120072	0.295207	0.523817	-0.156339	-0.123981	0.137664	0.152842	0.140593	-0.020781	0.199084	-0.216424	0.285481	0.048341
25	102	0.02085280995536505	-0.137049	0.097760	-0.030704	-0.350957	0.103752	0.328012	-0.100262	0.014047	0.005390	-0.038147	-0.023388	0.137859	-0.197546	0.221758	0.269028	-0.216052	-0.027907	-0.204245	0.403842	-0.242641	0.096311	0.155650	-0.241206	-0.200767	-0.031339	-0.070919	0.093668	-0.019199	0.093629	0.265104
26	76	0.01912051123629835	0.087721	-0.126495	0.127741	-0.194819	-0.102134	0.263604	0.027317	0.024313	0.027678	-0.098498	0.189631	0.034124	0.312098	-0.139268	-0.204303	0.447764	-0.323247	0.149031	0.229900	-0.213698	-0.007498	0.139171	0.226186	0.041980	0.000140	-0.001695	0.024248	-0.278699	0.234181	0.058980
27	25	0.01743780096048009	-0.031651	0.151619	0.064052	-0.013035	0.483214	-0.376917	0.034840	0.009008	0.195422	-0.078603	0.010002	0.092350	0.001858	0.156027	-0.037905	0.177959	-0.086975	0.127061	-0.001704	0.163360	0.083618	-0.001079	0.064530	0.080932	0.068874	-0.124763	0.186640	-0.232351	-0.230205	0.504181
28	199	0.00925263033476893	-0.181620	0.310576	0.093347	-0.200126	-0.093967	0.334420	0.024541	0.031117	-0.088886	0.035814	-0.014267	-0.017308	0.127056	0.011217	-0.027437	0.008987	-0.099556	0.079184	-0.628013	0.265872	0.262710	0.243233	-0.099158	-0.094785	0.064388	0.102723	0.052746	0.024807	0.066077	0.148456
29	2	0.00891428197229635	-0.010327	0.293207	0.068985	0.134022	0.059024	-0.042043	0.149568	-0.020750	0.056087	-0.024254	0.055853	0.095119	0.172887	-0.018775	0.247317	0.022815	0.136957	0.118738	0.217043	-0.132337	0.205541	0.094084	0.191322	0.070747	-0.122460	0.700231	-0.125309	0.190177	-0.082612	0.033476
